"Report.ID","Arrest.Date","Time","Area.ID","Area.Name","Reporting.District","Age","Sex.Code","Descent.Code","Charge.Group.Code","Charge.Group.Description","Arrest.Type.Code","Charge","Charge.Description","Address","Cross.Street","Location"
5326647,"2018-05-30",1830,1,"Central",145,53,"M","B",16,"Narcotic Drug Laws","F","11352(A)HS","TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE","WINSTON","LOS ANGELES","(34.0467, -118.247)"
5326655,"2018-05-30",2105,6,"Hollywood",666,27,"M","B",3,"Robbery","F","A211PC","ATTEMPT - ROBBERY","VINE","LEXINGTON","(34.0926, -118.3266)"
5326668,"2018-05-30",1720,20,"Olympic",2045,15,"M","H",2,"Rape","F","286(A)PC","SODOMY","900 S  NORMANDIE                    AV","","(34.0559, -118.2998)"
5326741,"2018-05-30",1955,8,"West LA",817,42,"F","H",6,"Larceny","M","459.5PC","SHOPLIFTING","10800    WEYBURN                      AV","","(34.0626, -118.4462)"
5326761,"2018-05-30",2345,1,"Central",147,48,"M","B",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","5TH","SAN PEDRO","(34.0442, -118.2439)"
5326788,"2018-05-30",2330,16,"Foothill",1673,22,"M","W",16,"Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","8700    SAN FERNANDO                 RD","","(34.2275, -118.381)"
5326643,"2018-05-30",1950,2,"Rampart",245,23,"M","B",12,"Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","CORONADO","WILSHIRE","(34.0605, -118.2815)"
5326796,"2018-05-30",2330,19,"Mission",1902,44,"M","H",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","14800    COBALT                       ST","","(34.3204, -118.455)"
180614223,"2018-05-30",1404,6,"Hollywood",645,35,"M","W",NA,"","I","41.45(C)LAM","","ORANGE","SUNSET                       BL","(34.098, -118.3416)"
180614224,"2018-05-30",1410,6,"Hollywood",644,52,"M","H",17,"Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","SUNSET                       BL","LA BREA","(34.098, -118.3441)"
180614225,"2018-05-30",1430,6,"Hollywood",644,39,"F","B",NA,"","I","41.27(C)LAM","","DETROIT","SUNSET                       BL","(34.098, -118.3452)"
180614226,"2018-05-30",915,6,"Hollywood",648,24,"M","B",NA,"","I","41.24(A)LAM","","5700    CARLTON                      WY","","(34.1005, -118.3136)"
180614227,"2018-05-30",1145,6,"Hollywood",626,59,"M","W",NA,"","I","56.11(10)(B","","ODIN","HIGHLAND                     AV","(34.1129, -118.328)"
180614228,"2018-05-30",730,6,"Hollywood",676,60,"F","B",NA,"","I","56.11(10)(B","","CAHUENGA                     BL","ELEANOR","(34.0853, -118.3277)"
180614229,"2018-05-30",815,6,"Hollywood",676,56,"F","W",NA,"","I","56.11(10)(B","","LILLIAN                      WY","ELEANOR","(34.0853, -118.3277)"
180614230,"2018-05-30",800,6,"Hollywood",676,60,"M","W",NA,"","I","56.11(10)(B","","LILLIAN                      WY","ELEANOR","(34.0853, -118.3277)"
180614231,"2018-05-30",920,6,"Hollywood",648,22,"F","W",NA,"","I","41.24(A)LAM","","5700    CARLTON                      WY","","(34.1005, -118.3136)"
180614232,"2018-05-30",920,6,"Hollywood",648,22,"M","H",NA,"","I","41.24(A)LAM","","5700    CARLTON                      WY","","(34.1005, -118.3136)"
180614233,"2018-05-30",835,6,"Hollywood",643,56,"M","B",17,"Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","1500 N  LA BREA                      AV","","(34.1007, -118.3494)"
180614234,"2018-05-30",820,6,"Hollywood",643,53,"M","W",NA,"","I","56.11(10)(B","","SUNSET                       BL","MARTEL","(34.098, -118.3506)"
180614235,"2018-05-30",1555,6,"Hollywood",636,26,"M","W",NA,"","M","41.18(D)LAM","","6700    HOLLYWOOD                    BL","","(34.1034, -118.3325)"
180614236,"2018-05-30",1820,6,"Hollywood",646,54,"M","W",24,"Miscellaneous Other Violations","M","41.45(C)LAM","ILLEGAL POSSESSION OF SHOPPING CART****","1500    VINE                         ST","","(34.0987, -118.3337)"
180614238,"2018-05-30",1638,6,"Hollywood",645,28,"M","W",NA,"","M","41.18(D)LAM","","7000    HOLLYWOOD                    BL","","(34.1016, -118.3417)"
180614239,"2018-05-30",1504,6,"Hollywood",646,34,"M","W",24,"Miscellaneous Other Violations","M","41.18LAMC","LOITERING (GENERALLY)","1600 N  IVAR                         AV","","(34.0998, -118.3282)"
180614241,"2018-05-30",1300,6,"Hollywood",659,43,"M","B",18,"Drunkeness","M","41.27(C)LAM","DRINKING IN PUBLIC***","SERRANO","SUNSET                       BL","(34.0981, -118.3071)"
180614243,"2018-05-30",2330,6,"Hollywood",666,37,"M","W",NA,"","I","56.11(10)(B","","EL CENTRO","LELAND                       WY","(34.0971, -118.3237)"
180614244,"2018-05-30",1435,6,"Hollywood",666,25,"F","B",NA,"","I","56.11LAMC","","CAHUENGA                     BL","FOUNTAIN                     AV","(34.0944, -118.3288)"
180614245,"2018-05-30",1520,6,"Hollywood",646,20,"M","O",24,"Miscellaneous Other Violations","M","41.19LAMC","MISC OFFENSES","HOLLYWOOD                    BL","CHEROKEE                     AV","(34.1016, -118.3348)"
180614246,"2018-05-30",1450,6,"Hollywood",647,56,"M","O",24,"Miscellaneous Other Violations","M","41.19LAMC","MISC OFFENSES","HOLLYWOOD                    BL","CAHUENGA                     BL","(34.0998, -118.3211)"
180614247,"2018-05-30",1500,6,"Hollywood",646,55,"F","W",NA,"","I","41.45(C)LAM","","WHITLEY","HOLLYWOOD                    BL","(34.0987, -118.3337)"
180614248,"2018-05-30",1430,6,"Hollywood",666,32,"M","H",NA,"","I","41.19LAMC","","IVAR","SELMA","(34.0944, -118.3277)"
180614249,"2018-05-30",2220,6,"Hollywood",636,25,"M","B",NA,"","I","11362.3(A)(","","HOLLYWOOD                    BL","HIGHLAND                     AV","(34.1016, -118.3387)"
180614250,"2018-05-30",2220,6,"Hollywood",636,24,"M","B",NA,"","M","11362.3(A)(","","HOLLYWOOD                    BL","HIGHLAND                     AV","(34.1016, -118.3387)"
180614252,"2018-05-30",1455,6,"Hollywood",644,47,"M","W",NA,"","I","41.18(D)LAM","","SUNSET                       BL","LA BREA","(34.098, -118.3441)"
180614254,"2018-05-30",1700,6,"Hollywood",646,41,"M","W",NA,"","I","41.18(D)LAM","","SELMA","LAS PALMAS","(34.0997, -118.3363)"
180614255,"2018-05-30",1540,6,"Hollywood",646,49,"M","W",NA,"","I","41.18(D)LAM","","HOLLYWOOD                    BL","MC CADDEN                    PL","(34.1016, -118.337)"
180614257,"2018-05-30",1630,6,"Hollywood",646,36,"M","B",NA,"","I","41.18(D)LAM","","WHITLEY                      AV","HOLLYWOOD                    BL","(34.0987, -118.3337)"
180614259,"2018-05-30",1330,6,"Hollywood",648,58,"M","W",NA,"","I","41.18(D)LAM","","HAROLD                       WY","TAFT                         AV","(34.0994, -118.3147)"
180614260,"2018-05-30",1330,6,"Hollywood",648,30,"M","H",NA,"","I","56.11(10)(B","","HAROLD                       WY","TAFT                         AV","(34.0994, -118.3147)"
180614450,"2018-05-30",1420,6,"Hollywood",656,31,"M","B",NA,"","I","41.18(D)LAM","","CAHUENGA                     BL","ELEANOR                      AV","(34.0898, -118.3289)"
180614451,"2018-05-30",1440,6,"Hollywood",656,40,"M","W",NA,"","I","41.18(D)LAM","","ELEANOR                      AV","LILLIAN                      WY","(34.0898, -118.3277)"
180614452,"2018-05-30",1530,6,"Hollywood",666,32,"M","W",NA,"","M","41.18(D)LAM","","VINE                         ST","SANTA MONICA                 BL","(34.0908, -118.3266)"
180614453,"2018-05-30",1045,6,"Hollywood",643,65,"M","W",NA,"","I","41.24(A)LAM","","7300 W  SUNSET                       BL","","(34.1007, -118.3494)"
180614454,"2018-05-30",1545,6,"Hollywood",666,52,"M","B",NA,"","I","41.18(D)LAM","","LODI                         PL","SANTA MONICA                 BL","(34.0908, -118.3234)"
180614455,"2018-05-30",1405,6,"Hollywood",646,48,"F","B",NA,"","I","41.18(D)LAM","","IVAR","SELMA","(34.0998, -118.3282)"
180614456,"2018-05-30",1745,6,"Hollywood",646,24,"M","B",17,"Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","SELMA","LAS PALMAS","(34.0997, -118.3363)"
180614457,"2018-05-30",1610,6,"Hollywood",645,32,"M","B",NA,"","I","41.18(D)LAM","","HOLLYWOOD","HIGHLAND","(34.1016, -118.3387)"
180614458,"2018-05-30",1649,6,"Hollywood",646,48,"F","B",NA,"","M","41.18(D)LAM","","SELMA                        AV","IVAR","(34.0998, -118.3282)"
180614459,"2018-05-30",1635,6,"Hollywood",645,49,"M","O",NA,"","I","41.18(D)LAM","","6800    HOLLYWOOD                    BL","","(34.1016, -118.3387)"
180614460,"2018-05-30",1755,6,"Hollywood",637,59,"M","B",NA,"","M","41.18(D)LAM","","ARGYLE                       AV","HOLLYWOOD                    BL","(34.1016, -118.3252)"
180614461,"2018-05-30",1720,6,"Hollywood",646,30,"M","W",NA,"","I","41.18(D)LAM","","HOLLYWOOD                    BL","VINE                         AV","(34.1016, -118.3267)"
180614462,"2018-05-30",1650,6,"Hollywood",645,45,"M","O",NA,"","I","41.18(D)LAM","","6800    HOLLYWOOD                    BL","","(34.1016, -118.3387)"
180614463,"2018-05-30",1535,6,"Hollywood",636,50,"M","A",NA,"","M","41.18(D)LAM","","HOLLYWOOD                    BL","WILCOX                       AV","(34.1016, -118.331)"
180614464,"2018-05-30",1645,6,"Hollywood",645,57,"M","B",NA,"","I","11362.3HS","","6800    HOLLYWOOD                    BL","","(34.1016, -118.3387)"
180614465,"2018-05-30",1510,6,"Hollywood",646,30,"M","H",NA,"","I","41.18(D)LAM","","6600    HOLLYWOOD                    BL","","(34.1016, -118.3333)"
180614466,"2018-05-30",1530,6,"Hollywood",636,29,"M","B",NA,"","I","41.18(D)LAM","","WILCOX                       AV","HOLLYWOOD                    BL","(34.1016, -118.331)"
180614467,"2018-05-30",2050,6,"Hollywood",636,42,"M","W",NA,"","I","25620B&P","","CAHUENGA","YUCCA","(34.1053, -118.3304)"
180614469,"2018-05-30",2050,6,"Hollywood",636,46,"M","W",NA,"","I","25620B&P","","YUCCA","CAHUENGA","(34.104, -118.3297)"
180614470,"2018-05-30",2150,6,"Hollywood",669,68,"F","H",NA,"","M","41.15(C)LAM","","LA MIRADA","WESTERN","(34.0939, -118.3092)"
180614471,"2018-05-30",1620,6,"Hollywood",648,48,"M","W",24,"Miscellaneous Other Violations","M","56.11LAMC","LEAVING PERSONAL PROP ON SIDEWALK","HAROLD                       WY","WESTERN","(34.0994, -118.3093)"
180614473,"2018-05-30",1510,6,"Hollywood",678,51,"M","W",24,"Miscellaneous Other Violations","M","41.45(C)LAM","ILLEGAL POSSESSION OF SHOPPING CART****","HOBART","ROMAINE","(34.0885, -118.3056)"
180614474,"2018-05-30",1730,6,"Hollywood",646,30,"M","B",NA,"","I","41.18(D)LAM","","HOLLYWOOD                    BL","ARGYLE","(34.0987, -118.3337)"
180614475,"2018-05-30",1740,6,"Hollywood",646,23,"M","B",NA,"","I","41.18(D)LAM","","HOLLYWOOD                    BL","ARGYLE","(34.0987, -118.3337)"
180614476,"2018-05-30",1730,6,"Hollywood",646,49,"M","B",NA,"","I","41.45LAMC","","HOLLYWOOD                    BL","IVAR                         AV","(34.1016, -118.3282)"
180614477,"2018-05-30",1410,6,"Hollywood",656,55,"M","W",24,"Miscellaneous Other Violations","M","41.45(C)LAM","ILLEGAL POSSESSION OF SHOPPING CART****","SANTA MONICA","WILCOX","(34.0907, -118.331)"
180614478,"2018-05-30",1420,6,"Hollywood",666,42,"M","W",NA,"","I","56.11LAMC","","IVAR","DE LONGPRE                   AV","(34.0962, -118.3288)"
180614479,"2018-05-30",1010,6,"Hollywood",646,20,"M","W",NA,"","I","11362.3(A)1","","6600 W  SUNSET                       BL","","(34.098, -118.3332)"
180614480,"2018-05-30",1650,6,"Hollywood",637,31,"M","W",NA,"","M","41.18(D)LAM","","VINE                         ST","HOLLYWOOD                    BL","(34.1016, -118.3267)"
180614481,"2018-05-30",2300,6,"Hollywood",636,19,"M","B",NA,"","I","11362.3(A)(","","HOLLYWOOD                    BL","HIGHLAND                     AV","(34.1016, -118.3387)"
180614482,"2018-05-30",1730,6,"Hollywood",666,42,"F","W",NA,"","M","41.18(D)LAM","","1400    VINE                         ST","","(34.0962, -118.3266)"
180614483,"2018-05-30",1705,6,"Hollywood",637,28,"M","B",NA,"","M","41.18(D)LAM","","1700    VINE                         ST","","(34.1016, -118.3267)"
180614484,"2018-05-30",1750,6,"Hollywood",648,38,"M","B",24,"Miscellaneous Other Violations","M","56.11LAMC","LEAVING PERSONAL PROP ON SIDEWALK","HOLLYWOOD","VAN NESS","(34.1017, -118.3158)"
180614485,"2018-05-30",1545,6,"Hollywood",677,38,"M","B",NA,"","I","41.18(D)LAM","","WESTERN","MELROSE","(34.0835, -118.3091)"
180614486,"2018-05-30",2040,6,"Hollywood",645,37,"M","B",NA,"","I","41.27(C)LAM","","HOLLYWOOD                    BL","ORANGE","(34.1016, -118.3414)"
180614487,"2018-05-30",1715,6,"Hollywood",647,67,"M","W",NA,"","I","41.18(D)LAM","","BRONSON","HOLLYWOOD","(34.1017, -118.318)"
180614488,"2018-05-30",2235,6,"Hollywood",636,41,"F","W",NA,"","I","11362.3(A)(","","HOLLYWOOD                    BL","MC CADDEN                    PL","(34.1016, -118.337)"
180614489,"2018-05-30",1710,6,"Hollywood",647,37,"M","W",NA,"","M","41.18(D)LAM","","HOLLYWOOD","BRONSON","(34.1017, -118.318)"
180614490,"2018-05-30",2250,6,"Hollywood",645,26,"M","B",NA,"","I","11362.3(A)(","","HOLLYWOOD                    BL","HIGHLAND                     AV","(34.1016, -118.3387)"
180614491,"2018-05-30",1505,6,"Hollywood",678,50,"M","O",NA,"","I","41.45(C)LAM","","SIERRA VISTA","SERRANO","(34.0899, -118.3078)"
180614492,"2018-05-30",2230,6,"Hollywood",636,25,"M","B",NA,"","I","11362.3(A)(","","HOLLYWOOD                    BL","MC CADDEN                    PL","(34.1016, -118.337)"
180614494,"2018-05-30",2230,6,"Hollywood",636,28,"F","B",NA,"","I","11362.3.A.1","","HOLLYWOOD                    BL","HIGHLAND                     AV","(34.1016, -118.3387)"
180614496,"2018-05-30",2230,6,"Hollywood",636,34,"F","H",NA,"","I","11362.3(A)1","","HOLLYWOOD                    BL","MC CADDEN                    PL","(34.1016, -118.337)"
181111824,"2018-05-30",305,11,"Northeast",1179,35,"M","H",NA,"","M","25620(A)B&P","","CARLOTA                      BL","E  AVENUE 39","(34.0904, -118.2076)"
181313654,"2018-05-30",1130,13,"Newton",1303,44,"M","H",NA,"","M","350PC","","800 E  12TH                         ST","","(34.0325, -118.2507)"
182012657,"2018-05-30",1310,20,"Olympic",2004,24,"F","H",NA,"","M","45.19.6.2(A","","4800    MELROSE                      AV","","(34.0836, -118.3049)"
182012658,"2018-05-30",1310,20,"Olympic",2004,24,"F","W",NA,"","M","45.19.6.2(A","","4800    MELROSE                      AV","","(34.0836, -118.3049)"
182012659,"2018-05-30",1310,20,"Olympic",2004,26,"F","W",NA,"","M","45.19.6.2(A","","4800    MELROSE                      AV","","(34.0836, -118.3049)"
182012660,"2018-05-30",1310,20,"Olympic",2004,39,"F","W",NA,"","M","45.19.6.2(A","","4800    MELROSE                      AV","","(34.0836, -118.3049)"
5326640,"2018-05-30",1815,6,"Hollywood",663,40,"M","W",7,"Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","LAS PALMAS","FOUNTAIN","(34.0944, -118.3363)"
5326120,"2018-05-30",930,21,"Topanga",2139,12,"F","H",8,"Other Assaults","M","243(A)PC","BATTERY ON PERSON","7300    WINNETKA                     AV","","(34.2035, -118.571)"
5326124,"2018-05-30",1030,9,"Van Nuys",952,17,"M","B",5,"Burglary","F","459PC","BURGLARY","5500    SEPULVEDA                    BL","","(34.1703, -118.4662)"
5326128,"2018-05-30",930,21,"Topanga",2139,13,"F","W",8,"Other Assaults","M","243.2(A)1PC","BATTERY ON PERSON ON SCHOOL/HOSP/PARK/PROP","7300    WINNETKA                     AV","","(34.2035, -118.571)"
5326129,"2018-05-30",1030,9,"Van Nuys",952,15,"M","B",5,"Burglary","F","459PC","BURGLARY","5500    SEPULVEDA                    BL","","(34.1703, -118.4662)"
5326179,"2018-05-30",1140,21,"Topanga",2139,12,"F","H",8,"Other Assaults","M","243(A)PC","BATTERY ON PERSON","7300    WINNETKA                     AV","","(34.2035, -118.571)"
5326195,"2018-05-30",1140,1,"Central",154,54,"M","B",24,"Miscellaneous Other Violations","F","594(A)(2)PC","DAMAGE PROPERTY","MAIN","5TH                          ST","(34.0467, -118.2485)"
5326419,"2018-05-30",1135,21,"Topanga",2158,15,"M","B",6,"Larceny","M","488PC","PETTY THEFT","VICTORY                      BL","MASON                        AV","(34.1884, -118.5797)"
5326501,"2018-05-30",930,21,"Topanga",2128,24,"M","H",4,"Aggravated Assault","F","23110(B)VC","THROW SUBSTANCE AT VEHICLE W/GBI INTENT","20300    ELKWOOD                      ST","","(34.2125, -118.5754)"
5326522,"2018-05-30",1710,17,"Devonshire",1723,50,"M","W",4,"Aggravated Assault","F","273.5(F)1PC","INJURING A SPOUSE/COHABITANT, ETC W/PRIOR","20100    DEVONSHIRE                   ST","","(34.2651, -118.582)"
5326523,"2018-05-30",1405,17,"Devonshire",1777,54,"M","H",5,"Burglary","F","A459PCRES","ATTEMPT RESIDENTIAL BURGLARY","16400    LABRADOR                     ST","","(34.2493, -118.4893)"
5326738,"2018-05-30",2255,2,"Rampart",221,36,"M","B",16,"Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","ROSEWOOD","NEW HAMPSHIRE","(34.0791, -118.2929)"
5326267,"2018-05-30",950,6,"Hollywood",666,66,"M","O",3,"Robbery","F","A211PC","ATTEMPT - ROBBERY","SUNSET","VINE","(34.098, -118.3267)"
5326722,"2018-05-30",1830,1,"Central",152,79,"M","B",14,"Sex (except rape/prst)","M","243.4(D)PC","SEXUAL BATT-TOUCH INTIMATE PART OF OTHER","6TH","GRAND","(34.0488, -118.2553)"
5326739,"2018-05-30",1900,15,"N Hollywood",1532,30,"M","H",12,"Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","12100    OXNARD                       ST","","(34.1794, -118.3965)"
5326797,"2018-05-30",2350,11,"Northeast",1128,56,"F","B",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","6300    CHURCH                       ST","","(34.1244, -118.1795)"
180614727,"2018-05-30",730,6,"Hollywood",636,24,"M","W",NA,"","I","41.24(D)LAM","","VINE","FOUNTAIN","(34.1034, -118.3325)"
180614728,"2018-05-30",740,6,"Hollywood",666,39,"M","H",NA,"","I","56.11(B)LAM","","LELAND","EL CENTRO","(34.0971, -118.3237)"
180614729,"2018-05-30",1120,6,"Hollywood",645,62,"M","W",17,"Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","LA BREA","HOLLYWOOD","(34.1016, -118.3452)"
180614730,"2018-05-30",1700,6,"Hollywood",666,45,"M","B",NA,"","M","41.18(D)LAM","","1400 N  CAHUENGA                     BL","","(34.0962, -118.3295)"
180614731,"2018-05-30",1310,6,"Hollywood",645,22,"M","W",NA,"","M","41.18(D)LAM","","6900    HOLLYWOOD                    BL","","(34.1016, -118.3401)"
180614732,"2018-05-30",1640,6,"Hollywood",636,25,"M","B",24,"Miscellaneous Other Violations","M","41.45(C)LAM","ILLEGAL POSSESSION OF SHOPPING CART****","YUCCA","CAHUENGA","(34.104, -118.3297)"
180614734,"2018-05-30",1630,6,"Hollywood",636,44,"F","B",24,"Miscellaneous Other Violations","M","41.45(C)LAM","ILLEGAL POSSESSION OF SHOPPING CART****","CAHUENGA","YUCCA","(34.1053, -118.3304)"
180614735,"2018-05-30",735,6,"Hollywood",647,47,"M","B",17,"Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","SUNSET","GOWER","(34.098, -118.3223)"
180614737,"2018-05-30",800,6,"Hollywood",637,26,"M","W",17,"Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","CARLOS","TAMARIND","(34.103, -118.3196)"
180614777,"2018-05-30",1740,6,"Hollywood",666,47,"M","W",NA,"","M","41.18(D)LAM","","LA BREA","SUNSET","(34.0944, -118.3277)"
180614778,"2018-05-30",1735,6,"Hollywood",644,38,"M","W",NA,"","I","41.18(D)LAM","","SUNSET","LA BREA","(34.098, -118.3441)"
180614779,"2018-05-30",1630,6,"Hollywood",636,26,"M","H",NA,"","I","11362.3(A)H","","HOLLYWOOD","CHEROKEE","(34.1016, -118.3348)"
5325923,"2018-05-30",140,2,"Rampart",216,27,"M","H",4,"Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","2200    MARATHON                     ST","","(34.0768, -118.2666)"
5326018,"2018-05-30",600,9,"Van Nuys",937,31,"M","H",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","13800    VICTORY                      BL","","(34.1867, -118.4334)"
5326164,"2018-05-30",820,14,"Pacific",1494,24,"M","B",16,"Narcotic Drug Laws","F","11360A3DHS","SALE/TRANS >28.5G MARIJUANA OR >4G","400    WORLD                        WY","","(33.9433, -118.4072)"
5326194,"2018-05-30",1035,5,"Harbor",526,23,"M","H",24,"Miscellaneous Other Violations","M","594(B)(1)PC","VANDALISM W/LOSS VALUED EQ OR > $400/10000","ANAHEIM","MARINE                       ST","(33.7799, -118.2637)"
5326297,"2018-05-30",1150,2,"Rampart",245,27,"F","B",24,"Miscellaneous Other Violations","F","594(B)(1)PC","VANDALISM W/LOSS VALUED EQ OR > $400","600 S  CORONADO                     ST","","(34.062, -118.2804)"
5326528,"2018-05-30",1535,2,"Rampart",265,18,"M","B",3,"Robbery","F","211PC","ROBBERY","8TH","ALVARADO","(34.0549, -118.2778)"
5326538,"2018-05-30",1535,2,"Rampart",265,24,"F","B",3,"Robbery","F","211PC","ROBBERY","8TH                          ST","ALVARADO                     ST","(34.0549, -118.2778)"
5326563,"2018-05-30",1535,2,"Rampart",265,27,"M","B",3,"Robbery","F","211PC","ROBBERY","8TH","ALVARADO","(34.0549, -118.2778)"
5326635,"2018-05-30",1630,1,"Central",118,45,"M","H",16,"Narcotic Drug Laws","F","11378HS","POSSESSION CONTROLLED SUBSTANCE FOR SALE","MAIN                         ST","COLLEGE                      ST","(34.0627, -118.2341)"
5326669,"2018-05-30",1310,20,"Olympic",2004,19,"M","O",12,"Weapon (carry/poss)","F","21810PC","MFG/SELL/GIVE/LEND POSSESS METAL KNUCKLES","4800    MELROSE                      AV","","(34.0836, -118.3049)"
5326706,"2018-05-30",1310,20,"Olympic",2004,27,"M","O",16,"Narcotic Drug Laws","F","11366HS","MAINTAIN PLACE TO SELL CONTROLLED SUBS","4800    MELROSE                      AV","","(34.0836, -118.3049)"
5326717,"2018-05-30",1450,20,"Olympic",2004,28,"F","W",16,"Narcotic Drug Laws","F","11366HS","MAINTAIN PLACE TO SELL CONTROLLED SUBS","4800    MELROSE                      AV","","(34.0836, -118.3049)"
5326097,"2018-05-30",600,17,"Devonshire",1714,39,"M","W",5,"Burglary","F","459PC","BURGLARY","CHIMINEAS","RESEDA","(34.2852, -118.5341)"
5326710,"2018-05-30",2015,3,"Southwest",357,18,"M","O",12,"Weapon (carry/poss)","F","8103(I)WI","OWN/POSSESS/PURCHASE ANY F/ARM DEAD/WEAPON","1100 W  37TH                         PL","","(34.02, -118.2915)"
5326269,"2018-05-30",1035,3,"Southwest",351,27,"M","B",3,"Robbery","F","211PC","ROBBERY","5000    RODEO                        RD","","(34.023, -118.351)"
5326594,"2018-05-30",1850,3,"Southwest",336,29,"M","B",12,"Weapon (carry/poss)","F","30305(A)1PC","ILLEGAL POSSESSION OF AMMUNITION","2200 W  30TH                         ST","","(34.0274, -118.3152)"
180115027,"2018-05-31",1320,1,"Central",111,14,"M","H",6,"Larceny","M","490.1(A)PC","PETTY THEFT LESS THAN $50","700 N  BROADWAY","","(34.0604, -118.2393)"
180115074,"2018-05-31",1220,1,"Central",176,29,"M","H",NA,"","M","56.08ELAMC","","700    SAN JULIAN                   ST","","(34.0412, -118.2474)"
180115075,"2018-05-31",1220,1,"Central",176,56,"M","H",NA,"","M","56.08ELAMC","","700    SAN JULIAN                   ST","","(34.0412, -118.2474)"
180115076,"2018-05-31",1213,1,"Central",176,23,"F","H",NA,"","M","56.08ELAMC","","700    SAN JULIAN                   ST","","(34.0412, -118.2474)"
180115077,"2018-05-31",1135,1,"Central",176,47,"F","H",NA,"","M","56.08ELAMC","","700    SAN JULIAN                   ST","","(34.0412, -118.2474)"
180115078,"2018-05-31",1147,1,"Central",176,43,"M","H",NA,"","M","56.08ELAMC","","700    SAN JULIAN                   ST","","(34.0412, -118.2474)"
180115079,"2018-05-31",1150,1,"Central",176,47,"M","B",20,"Disorderly Conduct","M","41.18DLAMC","SIT/LIE/SLEEP SIDEWALK OR STREET","7TH","WALL","(34.0419, -118.2485)"
180115080,"2018-05-31",1615,1,"Central",176,51,"M","H",NA,"","M","56.08ELAMC","","800 S  SAN PEDRO                    ST","","(34.0404, -118.2504)"
180115081,"2018-05-31",1530,1,"Central",176,40,"F","H",NA,"","M","56.08ELAMC","","700 S  SAN PEDRO                    ST","","(34.0404, -118.2504)"
180115082,"2018-05-31",1530,1,"Central",176,31,"M","H",NA,"","M","56.08ELAMC","","700 S  SAN PEDRO                    ST","","(34.0404, -118.2504)"
180115104,"2018-05-31",2100,1,"Central",157,31,"F","H",NA,"","M","22980.2(A)B","","5TH","SAN PEDRO","(34.0442, -118.2439)"
180115106,"2018-05-31",1530,1,"Central",192,21,"F","H",NA,"","M","104.15A2LAM","","1800 S  FIGUEROA                     ST","","(34.0355, -118.2714)"
180115107,"2018-05-31",1530,1,"Central",192,25,"F","W",NA,"","M","104.18A2LAM","","1800 S  FIGUEROA                     ST","","(34.0355, -118.2714)"
180212580,"2018-05-31",1220,2,"Rampart",271,26,"M","H",NA,"","I","41.27(C)LAM","","PARK VIEW","10TH","(34.0533, -118.2829)"
180212588,"2018-05-31",1220,2,"Rampart",271,48,"M","H",NA,"","I","41.27(C)LAM","","PARK VIEW","10TH","(34.0533, -118.2829)"
180212589,"2018-05-31",1245,2,"Rampart",245,46,"M","H",NA,"","I","41.27(C)LAM","","6TH","ALVARADO","(34.0601, -118.2761)"
180212590,"2018-05-31",1245,2,"Rampart",246,37,"M","H",NA,"","I","41.27(C)LAM","","ALVARADO","6TH","(34.0596, -118.2749)"
180212591,"2018-05-31",1245,2,"Rampart",246,43,"M","H",NA,"","I","41.27(C)LAM","","ALVARADO","6TH","(34.0596, -118.2749)"
180212592,"2018-05-31",1245,2,"Rampart",246,32,"M","H",NA,"","I","41.27(C)LAM","","6TH","ALVARADO","(34.0596, -118.2749)"
180212637,"2018-05-31",1855,2,"Rampart",245,25,"M","H",NA,"","I","25620(A)B&P","","2200 W  6TH                          ST","","(34.0601, -118.2761)"
180212638,"2018-05-31",1800,2,"Rampart",245,29,"M","H",NA,"","I","25620(A)B&P","","2200 W  6TH                          ST","","(34.0601, -118.2761)"
180212639,"2018-05-31",1830,2,"Rampart",245,35,"M","H",NA,"","I","25620(A)B&P","","2200 W  6TH                          ST","","(34.0601, -118.2761)"
180212640,"2018-05-31",1915,2,"Rampart",265,39,"M","H",NA,"","I","25620(A)B&P","","ALVARADO","8TH","(34.0549, -118.2778)"
